"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0036475"	0.802952169751342	0.539948771543753	1	12	"neuron death in response to oxidative stress"	"BP"
"GO:1903203"	0.802952169751342	0.539948771543753	1	12	"regulation of oxidative stress-induced neuron death"	"BP"
"GO:0042113"	0.803366805648317	0.271269913302868	18	166	"B cell activation"	"BP"
"GO:0071806"	0.803723987852941	0.387658722478163	3	35	"protein transmembrane transport"	"BP"
"GO:0048736"	0.803772596038659	0.288422176956718	12	113	"appendage development"	"BP"
"GO:0060173"	0.803772596038659	0.288422176956718	12	113	"limb development"	"BP"
"GO:0003009"	0.803775914842106	0.538633717611746	1	12	"skeletal muscle contraction"	"BP"
"GO:0051590"	0.803917438929201	0.538407418732817	1	12	"positive regulation of neurotransmitter transport"	"BP"
"GO:0030002"	0.80399622233413	0.538281396546462	1	12	"cellular anion homeostasis"	"BP"
"GO:0030320"	0.80399622233413	0.538281396546462	1	12	"cellular monovalent inorganic anion homeostasis"	"BP"
"GO:0005261"	0.804012077879526	0.284371138942703	13	121	"cation channel activity"	"MF"
"GO:0022410"	0.804449211016838	0.537556148514976	1	12	"circadian sleep/wake cycle process"	"BP"
"GO:0050802"	0.804449211016838	0.537556148514976	1	12	"circadian sleep/wake cycle, sleep"	"BP"
"GO:0009101"	0.80479063817253	0.260708028370978	23	208	"glycoprotein biosynthetic process"	"BP"
"GO:0032682"	0.805329928240022	0.536142936855468	1	12	"negative regulation of chemokine production"	"BP"
"GO:0032365"	0.805612846488539	0.535688074416746	1	12	"intracellular lipid transport"	"BP"
"GO:0045059"	0.80563612338259	0.535650631677277	1	12	"positive thymic T cell selection"	"BP"
"GO:0010950"	0.805738209245923	0.28996102617855	11	109	"positive regulation of endopeptidase activity"	"BP"
"GO:0015682"	0.805910567915373	0.535208944744454	1	12	"ferric iron transport"	"BP"
"GO:0072512"	0.805910567915373	0.535208944744454	1	12	"trivalent inorganic cation transport"	"BP"
"GO:0071459"	0.806518640946596	0.534228866874475	1	12	"protein localization to chromosome, centromeric region"	"BP"
"04370"	0.806952697913237	0.324808738274721	6	61	"VEGF signaling pathway"	"KEGG"
"GO:0072600"	0.807163780518549	0.533186848862366	1	12	"establishment of protein localization to Golgi"	"BP"
"GO:0048156"	0.807236383490433	0.533069439860775	1	12	"tau protein binding"	"MF"
"GO:0002820"	0.807661865932475	0.428685650868375	2	23	"negative regulation of adaptive immune response"	"BP"
"GO:0070059"	0.807770508476496	0.337091602078507	5	52	"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"	"BP"
"GO:0010875"	0.807985181169661	0.53185685068394	1	12	"positive regulation of cholesterol efflux"	"BP"
"GO:0050999"	0.808050440707398	0.428093505933157	2	23	"regulation of nitric-oxide synthase activity"	"BP"
"GO:1900151"	0.808146626106746	0.531595007529987	1	12	"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	"BP"
"GO:1900153"	0.808146626106746	0.531595007529987	1	12	"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	"BP"
"GO:0003725"	0.808153125478874	0.323354192108613	6	60	"double-stranded RNA binding"	"MF"
"GO:0060632"	0.808562877415817	0.53091924107209	1	12	"regulation of microtubule-based movement"	"BP"
"04670"	0.808693232791938	0.29133323136441	10	97	"Leukocyte transendothelial migration"	"KEGG"
"GO:0045060"	0.809304469319321	0.529712936115601	1	12	"negative thymic T cell selection"	"BP"
"GO:0086005"	0.809307211470602	0.529708469989159	1	12	"ventricular cardiac muscle cell action potential"	"BP"
"GO:1901799"	0.809499602806802	0.334524348373703	5	53	"negative regulation of proteasomal protein catabolic process"	"BP"
"GO:0051402"	0.809603963911824	0.258060171669323	21	193	"neuron apoptotic process"	"BP"
"GO:0002456"	0.809737771308502	0.320913500090901	6	62	"T cell mediated immunity"	"BP"
"GO:0030515"	0.809858624264435	0.42464084519322	2	24	"snoRNA binding"	"MF"
"GO:0000301"	0.809929291192556	0.528694217994004	1	12	"retrograde transport, vesicle recycling within Golgi"	"BP"
"GO:0030949"	0.810032796299044	0.528525253224366	1	12	"positive regulation of vascular endothelial growth factor receptor signaling pathway"	"BP"
"GO:0032602"	0.810364142319272	0.333335528073668	5	53	"chemokine production"	"BP"
"GO:0060544"	0.810568944923874	0.527649077058656	1	12	"regulation of necroptotic process"	"BP"
"GO:0060547"	0.810664475692718	0.527492792662718	1	12	"negative regulation of necrotic cell death"	"BP"
"GO:0045945"	0.810778778579441	0.527305731130651	1	12	"positive regulation of transcription from RNA polymerase III promoter"	"BP"
"GO:0060147"	0.810838152730565	0.527208534104875	1	12	"regulation of posttranscriptional gene silencing"	"BP"
"GO:0060966"	0.810838152730565	0.527208534104875	1	12	"regulation of gene silencing by RNA"	"BP"
"GO:0039702"	0.810951016357392	0.525186171657682	1	13	"viral budding via host ESCRT complex"	"BP"
"GO:0071549"	0.810972246639152	0.526988946643507	1	12	"cellular response to dexamethasone stimulus"	"BP"
"GO:0016192"	0.811101490228894	0.218823750359297	106	896	"vesicle-mediated transport"	"BP"
"GO:0031281"	0.811252439578974	0.42319262459541	2	23	"positive regulation of cyclase activity"	"BP"
"GO:0071168"	0.811349021526586	0.526371416689084	1	12	"protein localization to chromatin"	"BP"
"GO:0031078"	0.811493128950754	0.526135016635248	1	12	"histone deacetylase activity (H3-K14 specific)"	"MF"
"GO:0032041"	0.811493128950754	0.526135016635248	1	12	"NAD-dependent histone deacetylase activity (H3-K14 specific)"	"MF"
"GO:0021756"	0.812212172185632	0.524953730254483	1	12	"striatum development"	"BP"
"GO:0006677"	0.812372740750247	0.524689542801037	1	12	"glycosylceramide metabolic process"	"BP"
"GO:0003690"	0.812418567866437	0.27747453448587	12	115	"double-stranded DNA binding"	"MF"
"GO:0005089"	0.812603392415474	0.317353216956086	6	60	"Rho guanyl-nucleotide exchange factor activity"	"MF"
"GO:0002244"	0.812699246308362	0.270158017574093	14	132	"hematopoietic progenitor cell differentiation"	"BP"
"GO:0003714"	0.81285485373092	0.273264061781189	13	123	"transcription corepressor activity"	"MF"
"GO:0000987"	0.813013596245746	0.244776285721468	28	250	"core promoter proximal region sequence-specific DNA binding"	"MF"
"GO:2000008"	0.813127492560772	0.420304852222285	2	23	"regulation of protein localization to cell surface"	"BP"
"GO:0032011"	0.813380653381105	0.523027884932833	1	12	"ARF protein signal transduction"	"BP"
"GO:0032012"	0.813380653381105	0.523027884932833	1	12	"regulation of ARF protein signal transduction"	"BP"
"GO:0007350"	0.813483139694113	0.522858603636477	1	12	"blastoderm segmentation"	"BP"
"GO:0048841"	0.813498134265431	0.522833831447381	1	12	"regulation of axon extension involved in axon guidance"	"BP"
"GO:0016311"	0.813559230856961	0.238666199954329	34	301	"dephosphorylation"	"BP"
"GO:0048260"	0.814083576512038	0.373326573741462	3	33	"positive regulation of receptor-mediated endocytosis"	"BP"
"GO:1902110"	0.814772964149495	0.417069746833561	2	24	"positive regulation of mitochondrial membrane permeability involved in apoptotic process"	"BP"
"GO:1902686"	0.814772964149495	0.417069746833561	2	24	"mitochondrial outer membrane permeabilization involved in programmed cell death"	"BP"
"GO:0032467"	0.815154973087747	0.417167290738098	2	23	"positive regulation of cytokinesis"	"BP"
"GO:0030101"	0.81540861904118	0.344512695859236	4	43	"natural killer cell activation"	"BP"
"GO:0003678"	0.815446194770238	0.326506655780896	5	52	"DNA helicase activity"	"MF"
"GO:0005096"	0.816018486323526	0.248841298009833	22	199	"GTPase activator activity"	"MF"
"GO:0003727"	0.816185935960942	0.325479596905208	5	52	"single-stranded RNA binding"	"MF"
"GO:0070997"	0.816260541657378	0.241978846477279	27	245	"neuron death"	"BP"
"GO:0051438"	0.816902046351902	0.311213512190417	6	62	"regulation of ubiquitin-protein transferase activity"	"BP"
"GO:0060589"	0.817083459015552	0.242191962587004	26	234	"nucleoside-triphosphatase regulator activity"	"MF"
"GO:0070988"	0.8175094917673	0.341512805638115	4	43	"demethylation"	"BP"
"GO:0044270"	0.818227139622791	0.238511884835084	28	258	"cellular nitrogen compound catabolic process"	"BP"
"GO:0045879"	0.818594986398841	0.411807616408948	2	23	"negative regulation of smoothened signaling pathway"	"BP"
"GO:0021904"	0.818939032929273	0.411269047856688	2	23	"dorsal/ventral neural tube patterning"	"BP"
"GO:0001159"	0.819425516565918	0.237208680100893	28	251	"core promoter proximal region DNA binding"	"MF"
"GO:0007131"	0.819433395238154	0.409804609582103	2	24	"reciprocal meiotic recombination"	"BP"
"GO:0035825"	0.819433395238154	0.409804609582103	2	24	"reciprocal DNA recombination"	"BP"
"GO:0016137"	0.819759329436462	0.51051884318597	1	13	"glycoside metabolic process"	"BP"
"GO:0048730"	0.819868573518195	0.409811629792131	2	23	"epidermis morphogenesis"	"BP"
"GO:0016671"	0.820212594008439	0.509752011138763	1	13	"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"	"MF"
"GO:0006924"	0.820530169123522	0.509214021012813	1	13	"activation-induced cell death of T cells"	"BP"
"GO:0010738"	0.821096321053866	0.508253457971772	1	13	"regulation of protein kinase A signaling"	"BP"
"GO:0006837"	0.821148458247983	0.508164904400962	1	13	"serotonin transport"	"BP"
"GO:1902254"	0.82167641089307	0.507267288084861	1	13	"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator"	"BP"
"GO:0032438"	0.82174259283694	0.507154650496765	1	13	"melanosome organization"	"BP"
"GO:0031268"	0.82194738958132	0.506805934877554	1	13	"pseudopodium organization"	"BP"
"GO:0002082"	0.822535525023614	0.504215796471906	1	14	"regulation of oxidative phosphorylation"	"BP"
"GO:0004672"	0.822852645067357	0.216220294361452	57	487	"protein kinase activity"	"MF"
"GO:0009309"	0.82290393616911	0.505173889944892	1	13	"amine biosynthetic process"	"BP"
"GO:0042401"	0.82290393616911	0.505173889944892	1	13	"cellular biogenic amine biosynthetic process"	"BP"
"GO:0043302"	0.822969686131412	0.505061508530509	1	13	"positive regulation of leukocyte degranulation"	"BP"
"GO:0034644"	0.823145529906697	0.31556475355079	5	53	"cellular response to UV"	"BP"
"GO:0046823"	0.82319768366171	0.302603328002776	6	62	"negative regulation of nucleocytoplasmic transport"	"BP"
"GO:0006744"	0.823249144683048	0.504583563668111	1	13	"ubiquinone biosynthetic process"	"BP"
"GO:1901663"	0.823249144683048	0.504583563668111	1	13	"quinone biosynthetic process"	"BP"
"03030"	0.823403064880122	0.3587073277377	3	35	"DNA replication"	"KEGG"
"GO:0071375"	0.824074086283111	0.248167744075518	17	159	"cellular response to peptide hormone stimulus"	"BP"
"GO:0033005"	0.824413326165455	0.502587492984234	1	13	"positive regulation of mast cell activation"	"BP"
"GO:0005057"	0.824497060932782	0.270988722645706	10	97	"receptor signaling protein activity"	"MF"
"GO:0051208"	0.82482715845875	0.401289987073113	2	24	"sequestering of calcium ion"	"BP"
"GO:0000700"	0.825061533611842	0.501472567896494	1	13	"mismatch base pair DNA N-glycosylase activity"	"MF"
"00900"	0.825217341228585	0.501204199094291	1	13	"Terpenoid backbone biosynthesis"	"KEGG"
"GO:0050856"	0.825264321088752	0.400594789458087	2	24	"regulation of T cell receptor signaling pathway"	"BP"
"GO:0030852"	0.825534605982106	0.500657276944694	1	13	"regulation of granulocyte differentiation"	"BP"
"GO:0048872"	0.825748030450834	0.234195456527935	24	224	"homeostasis of number of cells"	"BP"
"GO:0072413"	0.825816907111095	0.500170115107969	1	13	"signal transduction involved in mitotic cell cycle checkpoint"	"BP"
"GO:1902402"	0.825816907111095	0.500170115107969	1	13	"signal transduction involved in mitotic DNA damage checkpoint"	"BP"
"GO:1902403"	0.825816907111095	0.500170115107969	1	13	"signal transduction involved in mitotic DNA integrity checkpoint"	"BP"
"GO:1903541"	0.825992411670474	0.499867006551237	1	13	"regulation of exosomal secretion"	"BP"
"GO:1903543"	0.825992411670474	0.499867006551237	1	13	"positive regulation of exosomal secretion"	"BP"
"GO:0050864"	0.826455586417493	0.273761635715678	9	90	"regulation of B cell activation"	"BP"
"GO:0002831"	0.826765198385777	0.249504421209394	15	147	"regulation of response to biotic stimulus"	"BP"
"GO:0046822"	0.826804989371389	0.240729161434175	19	177	"regulation of nucleocytoplasmic transport"	"BP"
"GO:0045652"	0.826805532933589	0.496865232292159	1	14	"regulation of megakaryocyte differentiation"	"BP"
"GO:0060411"	0.827066317257453	0.327720468005805	4	43	"cardiac septum morphogenesis"	"BP"
"GO:0019359"	0.827574910440642	0.497125451426356	1	13	"nicotinamide nucleotide biosynthetic process"	"BP"
"GO:0071392"	0.827665608614227	0.496967860149485	1	13	"cellular response to estradiol stimulus"	"BP"
"GO:0004659"	0.827672473870978	0.496955929475021	1	13	"prenyltransferase activity"	"MF"
"GO:0033157"	0.828302720762381	0.22140765293155	34	307	"regulation of intracellular protein transport"	"BP"
"GO:0021535"	0.828456744122592	0.495591091219319	1	13	"cell migration in hindbrain"	"BP"
"GO:0014904"	0.828978835670478	0.394656449252715	2	24	"myotube cell development"	"BP"
"GO:0046966"	0.828985488028246	0.394645763538804	2	24	"thyroid hormone receptor binding"	"MF"
"GO:0051000"	0.829132193426661	0.494412591575976	1	13	"positive regulation of nitric-oxide synthase activity"	"BP"
"GO:0000980"	0.829210433758325	0.307000434377077	5	53	"RNA polymerase II distal enhancer sequence-specific DNA binding"	"MF"
"GO:0014009"	0.829406879150392	0.393968508734385	2	24	"glial cell proliferation"	"BP"
"GO:0045606"	0.829674832452642	0.493463768834003	1	13	"positive regulation of epidermal cell differentiation"	"BP"
"GO:0004435"	0.830103816800593	0.492712380673824	1	13	"phosphatidylinositol phospholipase C activity"	"MF"
"00563"	0.830163512491432	0.392120753744694	2	25	"Glycosylphosphatidylinositol(GPI)-anchor biosynthesis"	"KEGG"
"GO:0001105"	0.830329832444019	0.392482582448233	2	24	"RNA polymerase II transcription coactivator activity"	"MF"
"GO:0048536"	0.830416854492252	0.348466120560917	3	34	"spleen development"	"BP"
"GO:1902532"	0.831231725285497	0.214656683589925	39	348	"negative regulation of intracellular signal transduction"	"BP"
"GO:0005521"	0.831475806779899	0.490301557646049	1	13	"lamin binding"	"MF"
"GO:0010640"	0.831526781108347	0.490211759678878	1	13	"regulation of platelet-derived growth factor receptor signaling pathway"	"BP"
"GO:0019886"	0.831924382149121	0.487907071726609	1	14	"antigen processing and presentation of exogenous peptide antigen via MHC class II"	"BP"
"GO:0002021"	0.83233199696266	0.488791095850593	1	13	"response to dietary excess"	"BP"
"GO:0070085"	0.832369140154049	0.235752732362049	18	170	"glycosylation"	"BP"
"GO:0033561"	0.833095333261579	0.487440538608402	1	13	"regulation of water loss via skin"	"BP"
"GO:0015095"	0.833401174227291	0.486898382443592	1	13	"magnesium ion transmembrane transporter activity"	"MF"
"GO:0042770"	0.833585896040457	0.287935415566563	6	64	"signal transduction in response to DNA damage"	"BP"
"GO:0002712"	0.833651242585435	0.343155627407954	3	35	"regulation of B cell mediated immunity"	"BP"
"GO:0002889"	0.833651242585435	0.343155627407954	3	35	"regulation of immunoglobulin mediated immune response"	"BP"
"GO:0006278"	0.833691155968068	0.486383789863227	1	13	"RNA-dependent DNA replication"	"BP"
"GO:0086091"	0.83394543933558	0.485932105424886	1	13	"regulation of heart rate by cardiac conduction"	"BP"
"GO:0021532"	0.834346177343819	0.342452873771716	3	34	"neural tube patterning"	"BP"
"GO:0001508"	0.834359099080778	0.299660703016041	5	53	"action potential"	"BP"
"GO:0007098"	0.83442903392104	0.286893700256118	6	63	"centrosome cycle"	"BP"
"GO:0045351"	0.834901175213474	0.484230730720366	1	13	"type I interferon biosynthetic process"	"BP"
"GO:0046854"	0.835045068060588	0.384835566911071	2	24	"phosphatidylinositol phosphorylation"	"BP"
"GO:0015693"	0.835644933135784	0.482902654564293	1	13	"magnesium ion transport"	"BP"
"GO:0030291"	0.835645316705643	0.383226661097958	2	25	"protein serine/threonine kinase inhibitor activity"	"MF"
"GO:0051972"	0.835651500110976	0.482890912493783	1	13	"regulation of telomerase activity"	"BP"
"GO:0071548"	0.835685846965926	0.482829494140259	1	13	"response to dexamethasone"	"BP"
"GO:0019887"	0.835711177816463	0.247575436888071	12	119	"protein kinase regulator activity"	"MF"
"GO:0015932"	0.835774742169649	0.383643789462259	2	24	"nucleobase-containing compound transmembrane transporter activity"	"MF"
"GO:0035640"	0.835859648454288	0.48251858894916	1	13	"exploration behavior"	"BP"
"GO:0097484"	0.836021491541415	0.482228899971143	1	13	"dendrite extension"	"BP"
"GO:0008376"	0.836229656021278	0.296978015013889	5	53	"acetylgalactosaminyltransferase activity"	"MF"
"05220"	0.836333121190024	0.27464684280109	7	72	"Chronic myeloid leukemia"	"KEGG"
"GO:0060707"	0.836450537471695	0.481460113754622	1	13	"trophoblast giant cell differentiation"	"BP"
"GO:0035162"	0.836565750751406	0.382349255506989	2	24	"embryonic hemopoiesis"	"BP"
"GO:0021544"	0.836763746776243	0.480898135192971	1	13	"subpallium development"	"BP"
"GO:0042753"	0.836768303164778	0.480889955145543	1	13	"positive regulation of circadian rhythm"	"BP"
"GO:0031935"	0.8370492915412	0.480385238005182	1	13	"regulation of chromatin silencing"	"BP"
"GO:0034143"	0.837133858193258	0.48023323695212	1	13	"regulation of toll-like receptor 4 signaling pathway"	"BP"
"GO:0002039"	0.837182621329973	0.295428425953355	5	54	"p53 binding"	"MF"
"GO:0021513"	0.837784080838104	0.479062959991774	1	13	"spinal cord dorsal/ventral patterning"	"BP"
"GO:1902667"	0.83788166676025	0.478887085271921	1	13	"regulation of axon guidance"	"BP"
"GO:0036342"	0.838038149678974	0.478604932882513	1	13	"post-anal tail morphogenesis"	"BP"
"GO:0070979"	0.838184029914802	0.378487685136569	2	26	"protein K11-linked ubiquitination"	"BP"
"GO:0033146"	0.839877196108411	0.376272946787113	2	25	"regulation of intracellular estrogen receptor signaling pathway"	"BP"
"GO:0008094"	0.840119349430543	0.261751173188847	8	82	"DNA-dependent ATPase activity"	"MF"
"GO:0030881"	0.840260984955053	0.472963078444193	1	14	"beta-2-microglobulin binding"	"MF"
"GO:0048747"	0.840269269370252	0.332928715146677	3	35	"muscle fiber development"	"BP"
"GO:0046605"	0.84042774263895	0.3326819985929	3	35	"regulation of centrosome cycle"	"BP"
"GO:0006412"	0.840794634278182	0.200195988741644	45	427	"translation"	"BP"
"GO:0001890"	0.84115095037835	0.240629423829142	12	117	"placenta development"	"BP"
"GO:0019933"	0.842217490782005	0.329549931982542	3	36	"cAMP-mediated signaling"	"BP"
"GO:0071158"	0.843369523829219	0.370475451345861	2	25	"positive regulation of cell cycle arrest"	"BP"
"GO:0033032"	0.843619235084696	0.369483712108276	2	26	"regulation of myeloid cell apoptotic process"	"BP"
"GO:0010608"	0.844006861099177	0.205965704193902	30	278	"posttranscriptional regulation of gene expression"	"BP"
"GO:0045022"	0.844321460321646	0.32659275097595	3	35	"early endosome to late endosome transport"	"BP"
"GO:0016236"	0.844342358296108	0.211678920166701	24	226	"macroautophagy"	"BP"
"GO:0048821"	0.844702914004699	0.367672842960151	2	26	"erythrocyte development"	"BP"
"GO:0051082"	0.844805611281354	0.284054811793222	5	56	"unfolded protein binding"	"MF"
"GO:0048753"	0.8450488864345	0.464173664867473	1	14	"pigment granule organization"	"BP"
"GO:0043496"	0.845263846876176	0.463775405156161	1	14	"regulation of protein homodimerization activity"	"BP"
"GO:0015079"	0.845649423910722	0.283157428980585	5	54	"potassium ion transmembrane transporter activity"	"MF"
"GO:0006743"	0.846358564502903	0.461742281240788	1	14	"ubiquinone metabolic process"	"BP"
"GO:0051650"	0.846825626195544	0.226839008767678	14	137	"establishment of vesicle localization"	"BP"
"GO:0046474"	0.846866582763206	0.252276483829567	8	85	"glycerophospholipid biosynthetic process"	"BP"
"GO:1901016"	0.846998855320386	0.364392681955728	2	25	"regulation of potassium ion transmembrane transporter activity"	"BP"
"GO:0051443"	0.847346878295655	0.363806248944603	2	25	"positive regulation of ubiquitin-protein transferase activity"	"BP"
"GO:0010259"	0.847400469766271	0.36314210560666	2	26	"multicellular organismal aging"	"BP"
"GO:1902235"	0.84751792685524	0.36351782157598	2	25	"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	"BP"
"GO:0043547"	0.848034970374661	0.208471605164389	23	214	"positive regulation of GTPase activity"	"BP"
"GO:0090502"	0.848040442817773	0.362062360627618	2	26	"RNA phosphodiester bond hydrolysis, endonucleolytic"	"BP"
"GO:0045646"	0.848079886865629	0.320327140765038	3	36	"regulation of erythrocyte differentiation"	"BP"
"GO:0004576"	0.848103066498474	0.295985104099965	4	45	"oligosaccharyl transferase activity"	"MF"
"GO:1902476"	0.848322421321023	0.36215945412237	2	25	"chloride transmembrane transport"	"BP"
"GO:0045761"	0.848531934035196	0.361805207925907	2	25	"regulation of adenylate cyclase activity"	"BP"
"GO:0001708"	0.848653722190322	0.319754827556669	3	35	"cell fate specification"	"BP"
"GO:0030522"	0.848911927112895	0.217068532478644	17	162	"intracellular receptor signaling pathway"	"BP"
"GO:0004844"	0.849326838115391	0.456187697909412	1	14	"uracil DNA N-glycosylase activity"	"MF"
"GO:0097506"	0.849326838115391	0.456187697909412	1	14	"deaminated base DNA N-glycosylase activity"	"MF"
"GO:0006353"	0.849368274865668	0.456109719453677	1	14	"DNA-templated transcription, termination"	"BP"
"GO:0021766"	0.849489593078892	0.318427755387277	3	35	"hippocampus development"	"BP"
"GO:0045296"	0.849523595201882	0.36012574065708	2	25	"cadherin binding"	"MF"
"GO:0042509"	0.84954076871827	0.318009796582131	3	36	"regulation of tyrosine phosphorylation of STAT protein"	"BP"
"GO:0001047"	0.849565315605534	0.226281657117011	13	127	"core promoter binding"	"MF"
"GO:0040018"	0.849894513327811	0.359496383930096	2	25	"positive regulation of multicellular organism growth"	"BP"
"GO:0031424"	0.849923519332844	0.455063652140985	1	14	"keratinization"	"BP"
"GO:0046685"	0.850397118108555	0.454169676676341	1	14	"response to arsenic-containing substance"	"BP"
"GO:0030695"	0.85070700345034	0.205207486021629	23	213	"GTPase regulator activity"	"MF"
"GO:0003085"	0.850868832273252	0.453277672791957	1	14	"negative regulation of systemic arterial blood pressure"	"BP"
"GO:0015077"	0.850881571732124	0.212398216885091	18	180	"monovalent inorganic cation transmembrane transporter activity"	"MF"
"GO:0001963"	0.850943526655424	0.453136281416859	1	14	"synaptic transmission, dopaminergic"	"BP"
"GO:0042605"	0.851327769542261	0.356486255832837	2	26	"peptide antigen binding"	"MF"
"GO:1902307"	0.851348428640716	0.452369135670342	1	14	"positive regulation of sodium ion transmembrane transport"	"BP"
"GO:0004879"	0.851615689788239	0.315040778803713	3	35	"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"	"MF"
"GO:0098531"	0.851615689788239	0.315040778803713	3	35	"transcription factor activity, direct ligand regulated sequence-specific DNA binding"	"MF"
"GO:1903363"	0.851624225692424	0.262133087873037	6	66	"negative regulation of cellular protein catabolic process"	"BP"
"GO:0000226"	0.851845706219339	0.190489958362629	39	351	"microtubule cytoskeleton organization"	"BP"
"GO:0035035"	0.852036249823152	0.355849794256578	2	25	"histone acetyltransferase binding"	"MF"
"GO:0005123"	0.852189473678111	0.450771897184655	1	14	"death receptor binding"	"MF"
"GO:0098900"	0.852231164514261	0.35551685441551	2	25	"regulation of action potential"	"BP"
"GO:0098659"	0.852254455745858	0.45064827726778	1	14	"inorganic cation import into cell"	"BP"
"GO:0099587"	0.852254455745858	0.45064827726778	1	14	"inorganic ion import into cell"	"BP"
"GO:0045579"	0.85230209435459	0.450557631687444	1	14	"positive regulation of B cell differentiation"	"BP"
"GO:0043422"	0.852474188333761	0.450230039077212	1	14	"protein kinase B binding"	"MF"
"04940"	0.853085227474374	0.312039429539311	3	37	"Type I diabetes mellitus"	"KEGG"
"GO:0008443"	0.853141865504597	0.448957043516523	1	14	"phosphofructokinase activity"	"MF"
"GO:0000469"	0.853155990430788	0.447524735128797	1	15	"cleavage involved in rRNA processing"	"BP"
"GO:0070266"	0.853193704908109	0.353870068597544	2	25	"necroptotic process"	"BP"
"GO:0008143"	0.853420509190495	0.448424824845728	1	14	"poly(A) binding"	"MF"
"GO:1901985"	0.853895067612539	0.35266734769237	2	25	"positive regulation of protein acetylation"	"BP"
"GO:0051497"	0.853923687855588	0.44746230612504	1	14	"negative regulation of stress fiber assembly"	"BP"
"GO:0006895"	0.853973238437242	0.447367422157935	1	14	"Golgi to endosome transport"	"BP"
"GO:0048488"	0.85398110196037	0.447352362719793	1	14	"synaptic vesicle endocytosis"	"BP"
"GO:0031076"	0.853991290991961	0.352502157173852	2	25	"embryonic camera-type eye development"	"BP"
"GO:0019207"	0.854055196602158	0.217426839122275	14	139	"kinase regulator activity"	"MF"
"GO:0009952"	0.854176753727999	0.220223718656012	13	128	"anterior/posterior pattern specification"	"BP"
"GO:0060071"	0.854203164862577	0.35213826853268	2	25	"Wnt signaling pathway, planar cell polarity pathway"	"BP"
"GO:0060487"	0.85451641204504	0.351599879083885	2	25	"lung epithelial cell differentiation"	"BP"
"GO:0031023"	0.855153890722526	0.230055953549037	10	102	"microtubule organizing center organization"	"BP"
"GO:0034061"	0.855162329821605	0.309019678062991	3	36	"DNA polymerase activity"	"MF"
"GO:0051588"	0.855308216749311	0.284763749795562	4	46	"regulation of neurotransmitter transport"	"BP"
"GO:0016242"	0.855404272701953	0.444619388021713	1	14	"negative regulation of macroautophagy"	"BP"
"GO:0009615"	0.855568059176915	0.197866949617423	24	230	"response to virus"	"BP"
"GO:0051254"	0.855968499898582	0.166814690706354	132	1114	"positive regulation of RNA metabolic process"	"BP"
"GO:0070567"	0.856059748335961	0.443355634356899	1	14	"cytidylyltransferase activity"	"MF"
"GO:0035137"	0.856168089442512	0.348753261011312	2	25	"hindlimb morphogenesis"	"BP"
"GO:0002467"	0.856295753473082	0.442899838631139	1	14	"germinal center formation"	"BP"
"GO:0010172"	0.856540652613994	0.44242642863488	1	14	"embryonic body morphogenesis"	"BP"
"GO:0004702"	0.856569686114408	0.255243093201609	6	64	"receptor signaling protein serine/threonine kinase activity"	"MF"
"GO:0030490"	0.856659577055242	0.3468090053015	2	27	"maturation of SSU-rRNA"	"BP"
"GO:0052770"	0.856935081923414	0.346332505551119	2	27	"coenzyme F390-A hydrolase activity"	"MF"
"GO:0052771"	0.856935081923414	0.346332505551119	2	27	"coenzyme F390-G hydrolase activity"	"MF"
"GO:0019900"	0.856964231931289	0.175272101447249	64	559	"kinase binding"	"MF"
"GO:0051570"	0.856998514962884	0.441540145832286	1	14	"regulation of histone H3-K9 methylation"	"BP"
"GO:0034236"	0.857227710837526	0.441095904599163	1	14	"protein kinase A catalytic subunit binding"	"MF"
"GO:0015813"	0.857653120795976	0.44027030766168	1	14	"L-glutamate transport"	"BP"
"GO:2000060"	0.858370642388727	0.438874728618435	1	14	"positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process"	"BP"
"GO:0071539"	0.858626138551683	0.438376852244894	1	14	"protein localization to centrosome"	"BP"
"GO:0005086"	0.858990103701857	0.437666753969196	1	14	"ARF guanyl-nucleotide exchange factor activity"	"MF"
"GO:0048846"	0.859078886154677	0.437493386651575	1	14	"axon extension involved in axon guidance"	"BP"
"GO:1902284"	0.859078886154677	0.437493386651575	1	14	"neuron projection extension involved in neuron projection guidance"	"BP"
"GO:0051453"	0.859417584980921	0.278419240149033	4	46	"regulation of intracellular pH"	"BP"
"GO:1901028"	0.859649453097173	0.434967554865681	1	15	"regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"	"BP"
"GO:0072666"	0.860112256207841	0.341333836134861	2	26	"establishment of protein localization to vacuole"	"BP"
"GO:0008418"	0.860184505862039	0.433918808993231	1	15	"protein-N-terminal asparagine amidohydrolase activity"	"MF"
